BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
MYRON L COMPANY,2450 Impala Drive,CARLSBAD,CA,92010,334513,Corporation,500,5/3/2020,"Zions Bank, A Division of"
N S CORPORATION,235 W FLORENCE AVE,INGLEWOOD,CA,90301,333999,Corporation,0,4/14/2020,First Choice Bank
N.C. AG INC.,703 G St.,REEDLEY,CA,93654,333111,Subchapter S Corporation,345,4/29/2020,Citizens Bank
"NA GLENDALE, LLC",100 W Glenoaks Blvd,GLENDALE,CA,91202,721110,Limited  Liability Company(LLC),174,4/8/2020,East West Bank
NABIH YOUSSEF &AMP; ASSOCIATES,550 S HOPE ST STE 1700,LOS ANGELES,CA,90071,541330,Corporation,53,5/3/2020,"Bank of America, National Association"
NADEAU CORPORATION,1633 Stanford Street,SANTA MONICA,CA,90404,442110,Subchapter S Corporation,144,4/14/2020,"Blue Ridge Bank, National Association"
NADEST INC,523 Encinitas Blvd Suite 202,ENCINITAS,CA,92024,722513,Corporation,230,4/11/2020,"MUFG Union Bank, National Association"
"NADHI, INC",26660 patrick ave,HAYWARD,CA,94541,623110,Corporation,100,4/30/2020,Bank of the West
NAEHAS INC,"3600 W. Bayshore Rd, Suite 205",PALO ALTO,CA,94303,541519,Corporation,85,4/28/2020,Idaho First Bank
"NAFTOON, INC.",4855 STEVENS CREEK BLVD,SANTA CLARA,CA,95051,441110,Subchapter S Corporation,78,4/16/2020,"Bank of America, National Association"
"NAJJAR LUBE CENTERS, INC.",490 W ARROW HIGHWAY SUITE,SAN DIMAS,CA,91773,811191,Corporation,242,4/4/2020,BankVista
NAKC INC,542 Wycombe Court,SAN RAMON,CA,94583,453998,Sole Proprietorship,370,4/14/2020,"Readycap Lending, LLC"
NALEO EDUCATIONAL FUND,1122 W WASHINGTON BLVD FL 3,LOS ANGELES,CA,90015,813410,Non-Profit Organization,73,4/29/2020,"JPMorgan Chase Bank, National Association"
NANA WALL SYSTEMS INC,100 Meadowcreek Dr Ste 250,CORTE MADERA,CA,94925,423310,Corporation,60,5/3/2020,"Bank of America, National Association"
"NANOSCALE COMBINATORIAL SYNTHESIS, INC",3100 central expressway,SANTA CLARA,CA,95051,541714,Corporation,75,4/29/2020,Comerica Bank
"NANOSYS, INC.",233 South Hillview Drive,MILPITAS,CA,95035,334413,Corporation,78,4/28/2020,Comerica Bank
"NAPA HOLDINGS, INC",1473 Yountville Cross Rd,YOUTVILLE,CA,94599,312130,Corporation,63,4/13/2020,Silicon Valley Bank
NAPA RESTAURANT ASSOCIATES LLC,1260 1ST STREET,NAPA,CA,94558,722511,Limited  Liability Company(LLC),112,4/28/2020,Western Alliance Bank
NAPROTEK INC,90 ROSE ORCHARD WAY,SAN JOSE,CA,95134,334412,Corporation,0,5/6/2020,"Wells Fargo Bank, National Association"
"NASA SERVICES, INC",1100 S MAPLE AVE,MONTEBELLO,CA,90640,562111,Corporation,125,4/13/2020,Umpqua Bank
"NASHVILLE HOSPITALITY, LLC",11766 WILSHIRE BLVD STE 1500,LOS ANGELES,CA,90025,721110,Limited  Liability Company(LLC),,6/1/2020,"Banc of California, National Association"
"NATIONAL AIR, INC.",2053 KURTZ ST,SAN DIEGO,CA,92110,531312,Subchapter S Corporation,89,4/7/2020,City National Bank
"NATIONAL APARTMENT FLOORING, LLC",3205 OCEAN PARK BLVD SUITE 180,SANTA MONICA,CA,90405,238330,Limited  Liability Company(LLC),95,4/5/2020,First Bank
NATIONAL CENTER FOR YOUTH LAW,1212 Broadway Ste 600,OAKLAND,CA,94612,541199,Non-Profit Organization,80,4/27/2020,"CRF Small Business Loan Company, LLC"
NATIONAL ELECTRIC WORKS INC,4440 RAINIER AVE,SAN DIEGO,CA,92120,238210,Corporation,83,4/5/2020,City National Bank
"NATIONAL HOLISTIC INSTITUTE, INC",5900 DOYLE ST,EMERYVILLE,CA,94608,611519,Corporation,125,4/28/2020,Cache Valley Bank
NATIONAL IMMIGRATION LAW CENTER,3435 Wilshire Blvd Suite 1600,LOS ANGELES,CA,90010,541110,Non-Profit Organization,66,5/11/2020,"Centerstone SBA Lending, Inc."
NATIONAL MARINE MAMMAL FOUNDATION INC,2240 SHELTER ISLAND DR STE 200,SAN DIEGO,CA,92106,541940,Corporation,114,5/1/2020,"JPMorgan Chase Bank, National Association"
"NATIONAL RENOVATION, INC.",15650 EL PRADO RD,CHINO,CA,91710,236118,Subchapter S Corporation,150,4/28/2020,Citizens Business Bank
NATIONWIDE ADMINISTRATIVE SERVICES,"3631 10TH STREET, SUITE 210 0.0",RIVERSIDE,CA,92501,541611,Limited  Liability Company(LLC),140,4/8/2020,"JPMorgan Chase Bank, National Association"
"NATIONWIDE BOILER, INC.",42400 Christy St,FREMONT,CA,94538,332313,Subchapter S Corporation,65,4/30/2020,Bank of the West
"NATIONWIDE GUARD SEVICES, INC.",9327 FAIRWAY VIEW PL STE 200,RANCHO CUCAMONGA,CA,91730,561612,Corporation,307,4/14/2020,"MUFG Union Bank, National Association"
"NATIONWIDE LEGAL, LLC",1609 James M. Wood. Blvd. 0.0,LOS ANGELES,CA,90015,561499,Limited  Liability Company(LLC),144,4/8/2020,"JPMorgan Chase Bank, National Association"
NATIONWIDE TAX EXPERTS INC,500 N. Brand Blvd #450,GLENDALE,CA,91203,541213,Corporation,0,5/21/2020,Comerica Bank
NATIVE AMERICAN MENTAL HEALTH SERVICES CORPORATION,1742 OREGON ST,REDDING,CA,96001,621999,Corporation,96,4/6/2020,Cornerstone Community Bank
NATURALIFE ECO VITE LABORATORIES,20433 EARL ST,TORRANCE,CA,90503,325411,Subchapter S Corporation,105,4/6/2020,American Business Bank
"NATURE BLOOM HARVEST, LLC",1502 MADRONE DR,SALINAS,CA,93905,111219,Limited  Liability Company(LLC),40,5/1/2020,"JPMorgan Chase Bank, National Association"
NATUREBRIDGE,28 GEARY ST STE 650,SAN FRANCISCO,CA,94108,813219,Professional Association,295,4/28/2020,Vibrant CU
NATURES PRODUCE,3305 BANDINI BLVD,VERNON,CA,90058,445230,Corporation,100,4/3/2020,Partners Bank of California
NAVIGATOR SCHOOLS,277 IOOF AVE,GILROY,CA,95023,611110,Non-Profit Organization,1,4/15/2020,Mechanics Bank
NAZZARENO ELECTRIC CO INC,1250 E. GENE AUTRY WAY,ANAHEIM,CA,92805,238210,Corporation,85,4/12/2020,American Business Bank
"NBA AUTOMOTIVE, INC",5750 Mesmer Ave,CULVER CITY,CA,90230,441110,Corporation,109,4/27/2020,First Choice Bank
NBR TOMATINA LLC,150 Pelican Way,SAN RAFAEL,CA,94901,722511,Limited  Liability Company(LLC),304,5/3/2020,"Bank of America, National Association"
"NCOMPASS INTERNATIONAL, LLC",8223 Santa Monica Blvd,WEST HOLLYWOOD,CA,90046,541613,Limited  Liability Company(LLC),65,4/8/2020,City National Bank
"NEAL TRUCKING, INC.",9749 BELLEGRAVE AVE,RIVERSIDE,CA,92509,484220,Corporation,,4/12/2020,Pacific Western Bank
NEFF CONSTRUCTION INC,1701 S BON VIEW AVE STE 104,ONTARIO,CA,91761,541690,Subchapter S Corporation,75,4/15/2020,"Bank of America, National Association"
"NEHEMIAH REBAR SERVICES, INC.",3932 Ponderosa Rd. #204,SHINGLE SPRINGS,CA,95682,332312,Corporation,130,4/15/2020,Five Star Bank
NEIL PATEL DIGITAL LLC,750 B Street Suite 1400,SAN DIEGO,CA,92101,519130,Limited Liability Partnership,116,4/14/2020,"Zions Bank, A Division of"
NELSON & SONS ELECTRIC INC,401 N WALNUT RD,TURLOCK,CA,95380,238210,Corporation,47,4/14/2020,Sunwest Bank
NELSON AND KENNARD,5011 Dudley Blvd.,MCCLELLAN,CA,95652,541110,Partnership,101,4/9/2020,First Bank
"NELSON PARTNERS PROPERTY MANAGEMENT,  INC.",180 Avenida LA PATA,SAN CLEMENTE,CA,92673,531311,Corporation,160,4/7/2020,Glacier Bank
NEMATZADEH ENTERPRISES INC.,4917 GENESTA AVE,ENCINO,CA,91316,722513,Subchapter S Corporation,291,4/7/2020,City National Bank of Florida
"NEOLIFE INTERNATIONAL, LLC",3500 GATEWAY BLVD,FREMONT,CA,94538,311991,Limited  Liability Company(LLC),118,4/15/2020,Technology CU
NEPENTHE/PHOENIX CORPORATION,48510 HIGHWAY 1,BIG SUR,CA,93920,722511,Corporation,118,4/5/2020,1st Capital Bank
"NEPHROLOGY ASSOCIATES MEDICAL GROUP, INC.",3660 PARK SIERRA DR Ste 203,RIVERSIDE,CA,92505,621492,Corporation,101,4/8/2020,City National Bank
"NERI INSURANCE AGENCY, INC.",470 E HERNDON AVE STE 100,FRESNO,CA,93720,524298,Subchapter S Corporation,161,5/1/2020,"JPMorgan Chase Bank, National Association"
"NET SHAPES, INC.",1336 FRANCIS ST,ONTARIO,CA,91761,331513,Corporation,145,4/28/2020,Pacific Western Bank
NETTO AG INC,10044 FLINT AVE,HANFORD,CA,93230,112120,Corporation,267,4/11/2020,Suncrest Bank
"NETWORK AUTO BODY, INC.",7300 Radford Ave,NORTH HOLLYWOOD,CA,91605,811121,Corporation,96,4/10/2020,First-Citizens Bank & Trust Company
NETWORK INTEGRATION COMPANY PARTNERS INC.,11981 JACK BENNY DR Suite 103,RANCHO CUCAMONGA,CA,91739,541512,Subchapter S Corporation,72,4/15/2020,CommerceWest Bank
"NEVAREZ FARM LABOR, INC.",5880 N RIVER RD,PASO ROBLES,CA,93446,111332,Corporation,146,4/27/2020,Pacific Premier Bank
"NEW BONNEY, LLC",11101 TRADE CENTER DR,RANCHO CORDOVA,CA,95670,238220,Limited  Liability Company(LLC),127,4/5/2020,City National Bank
"NEW CANEY, INC.",15051 LEFFINGWELL RD,WHITTIER,CA,90604,722513,Corporation,452,4/10/2020,Arvest Bank
NEW CENTURY GLENDALE AUTOMOBILES LLC,1235 S. BRAND BLVD,GLENDALE,CA,91204,441110,Limited  Liability Company(LLC),88,4/7/2020,East West Bank
"NEW CLASSIC HOME FURNISHINGS, INC.",7351 MCGUIRE AVE,FONTANA,CA,92336,423210,Corporation,107,4/7/2020,East West Bank
"NEW CONTEXT SERVICES, INC.",717 Market Street #200,SAN FRANCISCO,CA,94103,518210,Corporation,460,5/3/2020,"Zions Bank, A Division of"
NEW EVOLUTION CONSTRUCTION INC,3769 TIBBETTS ST 3769 TIBBETTS ST STE D,RIVERSIDE,CA,92506,236220,Corporation,238,5/19/2020,"Bank of America, National Association"
NEW GENERATION FRAMING INC,"1240 N. 9TH STREET, SUITE 3",MODESTO,CA,95358,238130,Corporation,150,5/3/2020,"Bank of America, National Association"
"NEW HARBINGER PUBLICATIONS, INC.",5674 Shattuck Avenue,OAKLAND,CA,94609,511130,Corporation,65,4/12/2020,"MUFG Union Bank, National Association"
"NEW HAVEN YOUTH &AMP; FAMILY SERVICES, INC",216 W LOS ANGELES DR,VISTA,CA,92083,623990,Non-Profit Organization,500,5/3/2020,"Zions Bank, A Division of"
"NEW LEGEND, INC",1235 Oswald Road,YUBA CITY,CA,95991,484110,Corporation,271,6/30/2020,Cross River Bank
NEW PRODUCT INTEGRATION SOLUTIONS INC,685 JARVIS DR SUITE A,MORGAN HILL,CA,95037,331222,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"NEW REGENCY PRODUCTIONS, INC.","10201 W PICO BLVD, BLDG 12",LOS ANGELES,CA,90064,512110,Corporation,50,4/6/2020,City National Bank
NEW TECH NETWORK INC.,1250 Main Street Suite 100,NAPA,CA,94559,611710,Corporation,101,4/28/2020,Silicon Valley Bank
NEW VISION DRYWALL INC,4204 JUTLAND DR SUITE A-2,SAN DIEGO,CA,92117,238310,Corporation,176,4/10/2020,City National Bank
NEW VISTA NURSING OPERATOR LLC,4250 PENNSYLVANIA AVE Suite 107,LA CRESCENTA,CA,91214,623110,Limited  Liability Company(LLC),162,4/10/2020,CIBC Bank USA
"NEW VISTA PAC OPERATOR, LLC",4250 Pennsylvania Ave,LA CRESCENTA,CA,91214,623110,Limited  Liability Company(LLC),215,4/8/2020,CIBC Bank USA
NEW WEST CHARTER MIDDLE SCHOOL,1905 ARMACOST AVE,LOS ANGELES,CA,90025,611110,Non-Profit Organization,,4/28/2020,Pacific Western Bank
NEWAY PACKAGING,1973 E Via Arado 0.0,RANCHO DOMINGUEZ,CA,90220,561910,Sole Proprietorship,100,4/8/2020,"JPMorgan Chase Bank, National Association"
"NEWBASIS WEST, LLC",2626 Kansas Ave,RIVERSIDE,CA,92507,327390,Limited  Liability Company(LLC),123,4/27/2020,"U.S. Bank, National Association"
NEWCO DISTRIBUTORS INC,9060 ROCHESTER AVE,RANCHO CUCAMONGA,CA,91730,424910,Corporation,121,4/28/2020,Citizens Business Bank
"NEWMARK MERRILL COMPANIES, INC.",5850 CANOGA AVE,WOODLAND HILLS,CA,91367,237210,Subchapter S Corporation,76,4/6/2020,City National Bank
"NEWPORT BEACH AUTOMOTIVE GROUP, LLC",44 AUTO CENTER DR,IRVINE,CA,92618,441110,Limited  Liability Company(LLC),72,4/27/2020,"U.S. Bank, National Association"
"NEWPORT CH INTERNATIONAL, LLC",1100 W TOWN AND COUNTRY RD Suite 1388,ORANGE,CA,92868,423930,Limited  Liability Company(LLC),65,4/15/2020,"U.S. Bank, National Association"
"NEWPORT DIVERSIFIED, INC.",4695 MacArthur Court STE 1420,NEWPORT BEACH,CA,92660,713990,Subchapter S Corporation,289,4/8/2020,"Zions Bank, A Division of"
"NEWPORT HARBOR ANESTHESIA CONSULTANTS MEDICAL GROUP, INC.",One Hoag Drive,NEWPORT BEACH,CA,92663,621112,Corporation,60,4/12/2020,"MUFG Union Bank, National Association"
"NEWPORT HARBOR PATHOLOGY MEDICAL GROUP, INC.",2901 W COAST HWY STE 200,NEWPORT BEACH,CA,92663,236115,Corporation,87,4/28/2020,Citizens Business Bank
NEWPORT HARBOR RADIOLOGY ASSOCIATES MEDICAL GROUP INC,18301 Von Karman Ave. Suite 310,IRVINE,CA,92612,621111,Corporation,,4/27/2020,Commonwealth Business Bank
NEWTON CONSTRUCTION & MANAGEMENT INC,2436 Broad St,SAN LUIS OBISPO,CA,93401,236210,Subchapter S Corporation,41,4/14/2020,American Riviera Bank
NEW_WAY_LANDSCAPE_AND_TREE_SERVICES,7485 RONSON RD,SAN DIEGO,CA,92111,561730,Corporation,120,6/12/2020,"BSD Capital, LLC dba Lendistry"
NEXSAN TECHNOLOGIES INCORPORATED,1289 Anvilwood Ave,SUNNYVALE,CA,94089,541519,Corporation,66,4/27/2020,Commercial Bank of California
NEXT LEVEL DOOR & MILLWORK INC,82585 Showcase Parkway #B-102,INDIO,CA,92203,236115,Subchapter S Corporation,268,4/15/2020,"Zions Bank, A Division of"
NEXTCROP INC,233 I ST,LOS BANOS,CA,93635,561311,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
NEXTGATE SOLUTIONS INC,408 E HUNTINGTON DR,MONROVIA,CA,91016,541511,Corporation,59,5/3/2020,"Bank of America, National Association"
"NEXTGEN ASSOCIATES, INC. DBA SERVICEMASTER EMT OR SERVICEMASTER E",500 Sequoia Ave,ONTARIO,CA,91761,,Subchapter S Corporation,124,5/1/2020,"JPMorgan Chase Bank, National Association"
"NEXTIVITY, INC.",16550 W Bernardo Dr. Suite 550,SAN DIEGO,CA,92127,334419,Corporation,85,4/14/2020,"JPMorgan Chase Bank, National Association"
"NEYENESCH PRINTERS, INC.",2750 Kettner Blvd.,SAN DIEGO,CA,92101,323111,Subchapter S Corporation,73,4/5/2020,CalPrivate Bank
"NGD SYSTEMS,  INC.",355 Goddard Suite #200,IRVINE,CA,92618,334413,Subchapter S Corporation,34,4/27/2020,Martha's Vineyard Savings Bank
"NGP MOTORS, INC",5500 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91601,441110,Subchapter S Corporation,140,4/15/2020,Comerica Bank
NH RESEARCH INC,16601 Hale Ave,IRVINE,CA,92606,334515,Corporation,89,4/29/2020,"Bank of America, National Association"
"NHAN HOA COMPREHENSIVE HEALTH CARE CLINIC, INC.",7761 GARDEN GROVE BLVD,GARDEN GROVE,CA,92841,621210,Non-Profit Organization,94,5/1/2020,"JPMorgan Chase Bank, National Association"
NIAKI PRODUCTIONS,3 GOODYEAR UNITE A,IRVINE,CA,92618,512191,Corporation,10,5/3/2020,"Bank of America, National Association"
NIBBELINK MASONRY CONSTRUCTION CORPORATION,1120 W AVE L8,LANCASTER,CA,93534,238140,Subchapter S Corporation,102,4/15/2020,Mission Bank
"NICHOLAS PENSION CONSULTANTS, INC.","10933 TRADE CENTER DRIVE, SUITE 100",RANCHO CORDOVA,CA,95670,541611,Corporation,74,4/28/2020,Western Alliance Bank
"NICHOLS,MELBURG,ROSSETTO,AIA",300 KNOLLCREST DR,REDDING,CA,96002,541310,Corporation,75,4/3/2020,Cornerstone Community Bank
NICK ALEXANDER IMPORTS,6333 S Alameda St,LOS ANGELES,CA,90001,441110,Corporation,161,4/15/2020,"Bank of America, National Association"
"NICOLE HOLLIS, INC.",1000 Brannan St Ste 503,SAN FRANCISCO,CA,94103,541490,Subchapter S Corporation,83,4/9/2020,First Republic Bank
"NIEBAUM COPPOLA ESTATE WINERY, LP",916 Kearny St,RUTHERFORD,CA,94573,312130,Limited Liability Partnership,83,4/8/2020,BMO Harris Bank National Association
NIELLO IMPORTS II INC,2052 FULTON AVE,SACRAMENTO,CA,95825,441110,Subchapter S Corporation,128,4/15/2020,"Bank of America, National Association"
"NIELSEN,  MERKSAMER, PARRINELLO, GROSS & LEONI, LLP",1415 L St. Suite 1200,SACRAMENTO,CA,95814,541110,Partnership,0,4/27/2020,Live Oak Banking Company
NIEVES LANDSCAPE INC.,1629 E Edinger Ave,SANTA ANA,CA,92705,561730,Corporation,249,5/11/2020,Customers Bank
NINJARMM LLC,500 BRAND BLVD,GLENDALE,CA,91203,541512,Limited  Liability Company(LLC),15,4/16/2020,Axos Bank
NISAMEX LLC,7807 Telegraph Road,MONTEBELLO,CA,90640,722513,Subchapter S Corporation,387,4/15/2020,Cross River Bank
NISSAN AUTOMOTIVE OF MISSION HILLS INC,11000 SEPULVEDA BLVD,MISSION HILLS,CA,91345,441110,Subchapter S Corporation,121,4/15/2020,"Bank of America, National Association"
"NISSHO OF CALIFORNIA, INC.",1902 S Santa Fe Ave,VISTA,CA,92083,541320,Corporation,240,5/3/2020,"Bank of America, National Association"
"NITTO BIOPHARMA, INC.",10628 SCIENCE CENTER DR,SAN DIEGO,CA,92121,325412,Corporation,53,5/15/2020,"MUFG Union Bank, National Association"
NIXON EGLI EQUIPMENT COMPANY OF SOUTHERN CA,2044 S. Vineyard Ave,ONTARIO,CA,91761,532412,Subchapter S Corporation,83,4/15/2020,"U.S. Bank, National Association"
"NJ PROPERTIES, INC.",2227 FREMONT ST,MONTEREY,CA,93940,721110,Subchapter S Corporation,11,4/14/2020,Sunwest Bank
NKMAX AMERICA INC,3001 Daimler Street,SANTA ANA,CA,92705,999990,Corporation,54,5/3/2020,Cross River Bank
NLC ENTERPRISES INC,15079 Jupiter St,WHITTIER,CA,90603,722513,Subchapter S Corporation,250,4/8/2020,The Huntington National Bank
"NMS MANAGEMENT, INC.",155 35TH ST,NATIONAL CITY,CA,91950,561720,Corporation,183,5/3/2020,"MUFG Union Bank, National Association"
NMSI INC,3700 Wilshire Blvd Ste 330,LOS ANGELES,CA,90010,522292,Corporation,88,5/4/2020,Commonwealth Business Bank
"NMSO, INC.",1450 N. BENSON AVENUE,UPLAND,CA,91786,447110,Corporation,224,4/28/2020,"U.S. Bank, National Association"
NOAH CONCRETE CORPORATION,5900 Rossi Lane,GILROY,CA,95020,238110,Corporation,56,5/20/2020,WebBank
"NOARUS INVESTMENTS, INC",5850 CENTINELA AVE,LOS ANGELES,CA,90045,441110,Sole Proprietorship,94,4/14/2020,Comerica Bank
NOARUS TGG,9670 Trask Avenue,GARDEN GROVE,CA,92844,441110,Subchapter S Corporation,156,4/10/2020,Toyota Financial Savings Bank
NOBEST INCORPORATED,7600 Acacia Ave,GARDEN GROVE,CA,92841,541330,Corporation,46,4/10/2020,Pacific Mercantile Bank
NOBLE HOUSE NVWT LLC,1275 McKinstry St,NAPA,CA,94559,721110,Limited  Liability Company(LLC),142,4/5/2020,Bank of Jackson Hole
NOBLE HOUSE SHELTER POINTE LLC,1551 SHELTER ISLAND DR,SAN DIEGO,CA,92106,721110,Limited  Liability Company(LLC),228,4/5/2020,Bank of Jackson Hole
NOBU LA LLC,903 North La Cienega Boulevard,WEST HOLLYWOOD,CA,90069,722511,Limited  Liability Company(LLC),0,4/11/2020,New York Business Development Corporation
"NOBU NEWPORT BEACH, LLC","3450 Via Oporto, Suite 101",NEWPORT BEACH,CA,92663,722511,Limited  Liability Company(LLC),130,4/12/2020,New York Business Development Corporation
NOMAD EDITING COMPANY INC,1661 19th St,SANTA MONICA,CA,90404,512191,Corporation,66,5/3/2020,"Bank of America, National Association"
"NOR-CAL CHICKEN, INC.",406 MOTOR CITY CT  BLDG D,MODESTO,CA,95356,722513,Corporation,207,4/9/2020,US Metro Bank
NOR-CAL PIPELINE SERVICES INC.,1875 S River Road,WEST SACRAMENTO,CA,95691,237120,Corporation,121,4/6/2020,Five Star Bank
"NOR-WEST, INC.",21 W LAUREL DR STE 79,SALINAS,CA,93906,115115,Subchapter S Corporation,300,4/15/2020,Pacific Valley Bank
"NORA LIGHTING, INC",6505 Gayhart St,COMMERCE,CA,90040,335129,Corporation,143,4/13/2020,Bank Leumi USA
NORALAHI MEDICAL CLINICS INCORPORATED,1720 Ringwood Ave,SAN JOSE,CA,95131,621111,Corporation,97,4/27/2020,Riverview Bank
"NORCAL GOLD, INC.",5200 Sunrise Blvd Suite 5,FAIR OAKS,CA,95628,531210,Corporation,,4/8/2020,American River Bank
NORDEN MILLIMETER INC,5441 MERCHANT CIRCLE,PLACERVILLE,CA,95667,334220,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"NORDIC INDUSTRIES, INC.",1437 FURNEAUX RD,OLIVEHURST,CA,95961,238910,Corporation,86,4/10/2020,River Valley Community Bank
NOREDINK CORP.,118 2nd St 3rd Fl No. 303A,SAN FRANCISCO,CA,94105,611710,Corporation,79,6/30/2020,Silicon Valley Bank
"NORFIELD, INC.",422 OTTERSON DR,CHICO,CA,95928,332321,Limited  Liability Company(LLC),83,4/29/2020,Suncrest Bank
NORITZ AMERICA CORPORATION,11160 Grace Avenue,FOUNTAIN VALLEY,CA,92708,423720,Corporation,95,4/13/2020,"MUFG Union Bank, National Association"
NORMAN FOX &AMP; COMPANY,14970 DON JULIAN ROAD,CITY OF INDUSTRY,CA,91746,424690,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
NORMANDIN'S INC,900 CAPITOL Exp Auto Mall 0.0,SAN JOSE,CA,95136,441110,Subchapter S Corporation,45,4/9/2020,"JPMorgan Chase Bank, National Association"
NORTECH WASTE LLC,3033 FIDDYMENT RD,ROSEVILLE,CA,95747,562998,Limited  Liability Company(LLC),127,4/10/2020,Central Valley Community Bank
"NORTH AMERICAN SECURITY AND INVESTIGATIONS, INC.","550 East Carson Plaza Drive,223",CARSON,CA,90746,561612,Sole Proprietorship,150,4/9/2020,"Readycap Lending, LLC"
"NORTH BAY DISTRIBUTION, INC",2050 CESSNA DR,VACAVILLE,CA,95688,493110,Corporation,250,4/30/2020,Bank of the West
"NORTH BAY REHABILITATION SERVICES, INC.",649 Martin Ave.,ROHNERT PARK,CA,94928,624310,Non-Profit Organization,201,4/27/2020,Beneficial State Bank
"NORTH COAST BREWING COMPANY, INC.",455 N MAIN ST,FORT BRAGG,CA,95437,312120,Cooperative,114,4/13/2020,Savings Bank of Mendocino County
NORTH COAST COOPERATIVE INC,811 I ST,ARCATA,CA,95521,445110,Corporation,195,4/4/2020,Redwood Capital Bank
"NORTH COAST OPPORTUNITIES, INC.",413 N STATE ST,UKIAH,CA,95482,624190,Non-Profit Organization,240,4/27/2020,Savings Bank of Mendocino County
"NORTH COUNTY FORD, INC.",450 W. Vista Way,VISTA,CA,92083,441110,Corporation,77,4/3/2020,"Bank of Southern California, National Association"
"NORTH COUNTY LIFELINE, INC",3142 Vista Way Suite 400,OCEANSIDE,CA,92056,813319,Non-Profit Organization,133,4/13/2020,First-Citizens Bank & Trust Company
NORTH COUNTY NEUROLOGY ASSOCIATES,6010 Hidden Valley Road,CARLSBAD,CA,92011,621111,Partnership,124,4/14/2020,First-Citizens Bank & Trust Company
"NORTH SHORE GREENHOUSES,INC.",82900 JOHNSON ST,THERMAL,CA,92274,111219,Corporation,120,4/15/2020,Mechanics Bank
NORTH VALLEY MILITARY INSTITUTE,12105 Allegheny St.,SUN VALLEY,CA,91352,813219,Non-Profit Organization,111,4/11/2020,Mission Valley Bank
NORTHEASTERN RURAL HEALTH CLINICS,1850 SPRING RIDGE DR,SUSANVILLE,CA,96130,621498,Non-Profit Organization,,4/29/2020,Plumas Bank
NORTHERN CALIFORNIA ANESTHESIA PHYSICIANS,3490 California St suite 201,SF,CA,94118,621111,Corporation,55,4/11/2020,Cross River Bank
NORTHERN CALIFORNIA CHAIR CORP,640 Lenfest Road,SAN JOSE,CA,95133,442110,Subchapter S Corporation,120,4/27/2020,Riverview Bank
NORTHERN CALIFORNIA CONGREGATIONAL RETIREMENT HOMES INC.,8545 CARMEL VALLEY RD,CARMEL,CA,93923,623311,Non-Profit Organization,154,4/15/2020,1st Capital Bank
